0.001,100,0.1043916796266313,0.012028187993777629,0.008678100009768137
0.005,100,0.43225726708025003,0.045733199708020464,0.029834113231822487
0.01,100,0.6951206934840981,0.06860855418113966,0.03878003956381401
0.05,100,1.089969183119605,0.11200686865659007,0.017997804355818416
0.1,100,1.0964316878594287,0.124362074349914,0.005657641165431584
0.5,100,1.0964608113924048,0.12861719390874365,0.0014025223111921714
1,100,1.096460811392405,0.1286172323233758,0.0014024838965557296
5,100,-1.3223997448432452e+72,-1.8572347806572101e+87,-1.8572347806572101e+87
10,100,-1.0006553341275552e+105,-1.3061206571859446e+120,-1.3061206571859446e+120
0.6,80,1.096460811392405,0.12861717715751544,0.0014025390624204039
